"Keď má kniha viac ako sto rokov, ale je pútavá a zaujímavá aj dnes, je to taký malý zázrak. ",1
"Román má všetko, o čom mladší i starší hrdina sníva.",1
"Profesor Challenger, ako hlavná postava knihy aj celej dobrodružnej výpravy, je parádny chlap.",1
"Neobyčajný príbeh výnimočných žien, ktoré s novou silou a vervou začínajú žiť nový život v cudzom meste.",1
Čitateľ sa môže tešiť na históriu Muskovcov ktorá bola už za čias Elonovho dedka veľmi bohatá.,1
"Musím uznať že autor spracoval Muskov príbeh brilantne, nikdy ma nenudila a dozvedel som sa mnoho zaujímavých informácií aj zo zákulisia jeho života či firemných spoločností.",1
Príbeh Elona na mňa pôsobil veľmi inšpirujúco. ,1
"Vrelo odporúčam ľuďom, ktorí sa zaujímajú o techniku alebo sa chcú dozvedieť viac o Elonových projektoch, prípadne jeho zmýšľaní.",1
Geniálny kniha o geniálnom vizionárovi alebo človek ktorý premieňa svoje sny na skutočnosť.,1
Nikto kto si tuto knihu kupi neolutuje,1
"Aj keď som žena, kniha sa mi veľmi páčila :-)",1
Aj napriek mnozstvu preklepov a chyb v preklade knihu odporucam,1
"Kniha je super, kto sa zaujíma o Muska alebo nové technológie tak určite odporúčam.",1
"Páči sa mi, že je v nej poukázané na to ako tvrdo musel pán Musk makať aby dosiahol veci v ktorých mu nikto zo začiatku ani neveril, že sú možné - hoci mal vlastne v kritických chvíľach giga luck faktor. ",1
Veľmi zaujímavá kniha s množstvom osobných príbehov a receptov. Kniha ma veľmi zaujala,1
" Neľutujem však, pretože kniha je okrem behania, aj o stravovaní a celkovom postoji k behaniu.",1
Veľmi zaujímavý životný športový receptár. Od biografie cez šport a motiváciu k jedlám a receptom. V tejto knihe nájdete zhrnuté takmer všetko a veľmi dobre sa číta. ,1
Táto kniha patrí k top knihám na našom trhu čo sa týka bežeckej tématiky. ,1
"Páči sa mi, že nám autor opäť približuje krásy a zákutia nášho Slovenska.",1
Autora zbožňujem a táto kniha nemala chybu. ,1
 Karika ma opäť nesklamal a teším sa na jeho ďaľšie podobné knihy.,1
Ďalší vydarený kúsok Kariku. Oplatí sa ho čítať.,1
Vrelo odporúčam každému fanúšikovi tohto žánru. Jozef Karika je výborný autor thilerov/hororov.,1
"Kniha ma zaujala od prveho citania az po koniec, myslim ze to bola jedna z tych lepsich knih, ktore autor napisal..dobre sa citala",1
"Zaujimavy pribeh, napínavý, dynamický, zasadeny do regionu Liptova a Západných Tatier, ku koncu trochu filozofie a metafyziky.",1
"Karika opäť nesklamal, ide si svoje, svojim štýlom a rytmom, so svojimi postavami a myšlienkami, názormi. Odporúčam",1
