Priestorovo a vybavenim OK.,1
"Spinave koberce, spinavy gauc, katastrofa.",-1
"Ochotny, mily personal.",1
"Hotel v krásnom prostredí, uprostred prírody, priamo pod lyžiarskym vlekom.",1
Hotel je celkovo luxusný a poskytuje pohodlie a príjemný zážitok v krásnom prostredí.,1
"Izby pekné a čisté, prijemne zariadené.",1
Kúpelna bola fantastická.,1
"Luxusný hotel dýchal históriou, eleganciou, mramorom, kryštálom, drevom a úchvatným výhľadom na scenériu Tatier.",1
Služby na vysokej úrovni. ,1
"Pobyt v Grand Hoteli Kempinski nepatril k najlacnejším, ale očaril nás svojim pôsobivým vzhľadom a obohatil nezabudnuteľnými zážitkami na celý život.",1
Personál nevtieravý ale starostlivo úslužný.,1
"Hotel vo všetkom naplnil naše túžby a očakávania, už len budova sama o sebe so svojou históriou je neskutočná.",1
"Hotel je všetko, len nie nudný... Splnia, čo vám na očiach uvidia.",1
Personál je veľmi milý a ochotný vždy pomôcť.,1
"Nechýba im úsmev na tvári, čím sa tam cítite veľmi dobre. :) Izby sú veľké a vždy upratané, musíme pochváliť chyžné.",1
"Najviac sa mi páči poloha hotela. Je v nádhernom prostredí Slovenska a je krásne vidieť na Štrbské pleso - pýchu Vysokých Tatier, čo sa plies týka. :)",1
Veľmi útulný a malebný hotel so správnym personálom a obsluhou v reštaurácii.,1
"Ubytovanie príjemné, pracovníci recepcie veľmi ochotní a pružní. Raňajky a večere výborné, kuchár excelentný. ",1
"Výhodná poloha hotelu, blízko vlakovej stanice. Určite sa tam vrátime.",1
"Vemi príjemný personál, Jedlo bolo kvalitné",1
"Nemali sme problém s níčím, parkovisko bez problémov, prišli nás navštívit aj známy a nebol s tým vobec problem",1
"Penzión útulný, izby veľmi pekné a čisté, smeti každé ráno vysypané. Personál ústretový a milý. ",1
" Inac hotel je velmi pekny, vyhodou je blizkost k lanovkam ci k stanici.",1
"Boli sme veľmi spokojní. Milá kuchárka Jarka, naozaj skvelá osoba a taktiež majitelia. Strava veľmi chutná. Izby krásne. ",1
pozitívom je cena za ubytovanie a umiestnenie v blízkosti centra.,1
Hotel sme si našli cez pobytovú agentúru a prekvapila nás aj priaznivejšia cena ako v samotnom hoteli.,1
"Rovnako celý hotel pôsobí síce frekventovaným, ale veľmi udržiavaným a starostlivým dojmom.",1
