"Pozitívne hodnotíme príchod kombi N Line verzie, ktorá vyzerá lepšie.",1
"Predbiehanie v režime Normal nie je žiadny veľký problém. Stačí dať ""tehlu na pedál"" v správny moment a všetko sa podarí.",1
"Veľmi dobrá a predvídateľná je aj reakcia motora na stláčanie plynového pedála. Zrýchľovanie sa ľahšie reguluje a na predbiehací manéver sa ľahšie pripravíte. Hyundai i30 nám ukázal, akú dôležitú úlohu zohráva nastavenie softvéru.",1
"Z nových prvkov nás zaujala práve výbava N Line a to dizajnom, aj výbornými sedadlami, ktoré sme spomínali vo videu.",1
Asynchrónny elektromotor s maximálnym výkonom 85 kW (116 koní) a s krútiacim momentom 295 Nm rozhýbe dodávku bez najmenších problémov,1
"Príjemným prekvapením bolo, že dojazd sa príliš výrazne nezmenil ani po naložení niekoľkých skríň a iných kusov nábytku.",1
"Ide však o skutočne zaujímavé riešenie na takzvanú ""poslednú míľu"" doručovania zásielok.",1
" Oproti predĺženému Tiguanu sú kapota, ale aj previsy vpredu a vzadu kratšie, takže sa s autom v podzemných garážach aj v úzkych uličkách lepšie manévruje.",1
"Platforma MEB okrem toho, že v budúcnosti pomôže znížiť cenu elektromobilov (využije ju napríklad aj Ford), sa vyznačuje pomerne hrubou, ale rovnou podlahou",1
"Práve kvôli hrúbke podlahy je ideálne ju zamontovať do SUV, kde je vyšší posed vítaný.",1
Lenže kilá navyše kvôli väčšej batérii sa na jazdných vlastnostiach najsilnejšej verzie ID.4 prejavujú z pohľadu vodiča pozitívne. Auto pekne drží v zákrutách a dobre zvláda nerovnosti. ,1
"Pri ID.4 sa to podarilo na jednotku a to aj pri diaľničnom tempe. Jednoducho spolu s naladením podvozka máte pocit, že sa veziete v aute prémiovej značky a to aj bez príplatkových adaptívnych tlmičov.",1
"Pokyny navigácie sa premietajú na čelné sklo, auto vás navyše vizuálne informuje o okolitých účastníkov premávky, čo sme ocenili v hustom daždi na diaľnici. Vtedy Enyaq bez problémov rozoznával auto pred sebou, aj keď sa strácalo v oblaku kvapiek",1
"Napriek tomu nás zaujal svetelný LED pás pod čelným sklom, ktorý farebnými zmenami pomáha vodičovi pri jazde, napríklad pri zapnutej navigácii ukazuje do ktorej strany odbočiť alebo výstražným červeným svetlom upozorní na riziko kolízie.",1
"Prvýkrát sa nám stalo, že Škoda v porovnaní s Volkswagenom pôsobila luxusnejšie a nezaostávala ani jazdnými vlastnosťami.",1
"Aj v nižšej výbave pôsobí zaujímavejšie, jeho minimalistický interiér je vzdušnejší a nebojí sa nekonvenčných riešení vrátane zapustených kľučiek s elektrickým otváraním.",1
"všetko zlé, je aj na niečo dobré",1
"Aj v červenej Velvet s čiernou falošnou mriežkou a striebornými diskami pôsobí Enyaq impozantne, najmä spredu.",1
"Prvé čo vás privíta po otvorení dverí, je vzdušný interiér s veľmi solídnym spracovaním.",1
"Ten je navyše vsadený hlboko do prístrojovej dosky, takže vodičovi umožňuje lepší výhľad.",1
"Napriek menším rozmerom obrazovky sa nedá sťažovať na zlú čitateľnosť, či nedostatok informácií.",1
Po priestorovej stránke Enyaqu nemáme čo vytknúť.,1
