"Vrtuľník je veľmi zraniteľný pri dobre mierenej streľbe zo zeme. Brániť sa, unikať, alebo vedieť zneškodniť nepriateľa je vecou sekúnd, ak nie stotín, kedy ide život. ",-1
"Veľmi mi v hre chýba výučba v offline režime hneď na začiatku, ktorá by bola ochotná stráviť so mnou čas a naučiť ma vrtuľníky ovládať",-1
A ani kvalita samotnej hry nie je práve najvyššia.,-1
"Herci svoje úlohy síce odflákli a veľmi rýchlo zistíte, že každý tu má tak minútu dialógov",-1
"Akurát škoda chýb, keď mužský model postavy hovorí ženským hlasom",-1
Ešte viac to kazí už tak biedny dojem.,-1
"Za ním stojí hlavne herná náplň, ktorá nie je ani zaujímavá, ani zábavná.",-1
"Problém mesta je to, že je jednak dosť nudné, aj napriek tomu všetkému, čo v ňom je, no zároveň jednotlivé jeho časti pôsobia veľmi genericky.",-1
"Lenže ťažko si zamilujete ulice mesta, keď vás samotná hra nebaví a všetko vyzerá tak genericky.",-1
Takýchto úloh je tu 10 a majú hneď niekoľko problémov.,-1
"Ale tiež tie postavy, ktoré musíte voziť, často nie sú nejako zaujímavé a pri tom množstve generických NPC si ich v hre ani nevšimnete. ",-1
"Takže už asi tušíte, že hra je nielen nudná, ale aj dosýta naplnená bugmi.",-1
Takže ani umelá inteligencia nie je nejaký veľký zázrak.,-1
"A úprimne, znovu to stojí za prd. ",-1
"čo v konečnom dôsledku devalvuje zážitok na občas frustrujúce nadávanie na nevyspytateľný jazdný model, kedy si auto robí čo chce",-1
"Nielenže je jazdný model minimalistický, súčasti vozidiel sú statické a fyzika biedna, ale sa nemôžete ani kochať alebo si pomáhať zmenou pohľadu, aby ste sa niekam vyštverali. ",-1
"Svety sú pomerne prázdne, rozlohou malé, fádne a ničím nezaujímavé, hoci sem tam natrafíte na skokanský mostík, domček a podobne. ",-1
"Vôbec to však nefunguje, výsledný dojem je akoby úplne umelý, chýba animálnosť až drsnosť obrovských vozidiel.",-1
"Takže hra vyzerá až tak obyčajne a nezaujímavo, že ťažko nájsť čokoľvek príťažlivé na jej spracovaní.",-1
"hra  je tak zúfalo fádna, tuctová a nezábavná, až to človeka mrzí.",-1
Scenáristický brak a pozliepanie všetkého možného robí zo zápletky Encodye nemastný a neslaný guláš.,-1
" A najhoršie je, že to vôbec, ale vôbec nefunguje a hranie často skĺzne k nezáživnej nude",-1
"minimálne počas prvých 3 kapitol z celkových 5, potom to všetko ide dolu vodou",-1
Zásadným problémom je teda identifikácia atmosféry.,-1
"Tempo hry neskutočne drhne, pretože predmety, ktoré musíte vziať, skombinovať a použiť, sa nachádzajú často na nelogických miestach. ",-1
Práca level dizajnéra nespĺňa ani minimálne nároky na užívateľskú príjemnosť.,-1
"Hranie je nezmyselne kúskované na behanie za tými istými postavami – čo by nevadilo, keby dialógy s nimi neboli tak patetické a únavne nudné.",-1
